# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep 13 23:14:55 2021
#
# User preference: *
#
# CONSTRAINT:  where (soltype like '%confirmed%'
# CONSTRAINT:  and pl_controv_flag = 0
# CONSTRAINT:  and pl_orbperstr not null
# CONSTRAINT:  and pl_massestr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
#
pl_name,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim
55 Cnc e,Published Confirmed,0,0.73654370,0.00000520,-0.00000520,0,7.81000,0.58000,-0.53000,0
55 Cnc e,Published Confirmed,0,0.73654600,0.00000300,-0.00000300,0,8.37000,0.38000,-0.38000,0
55 Cnc e,Published Confirmed,0,0.73655150,0.00000150,-0.00000150,0,8.13928,0.23201,-0.23201,0
55 Cnc e,Published Confirmed,0,0.73654000,0.00000300,-0.00000300,0,8.63000,0.35000,-0.35000,0
55 Cnc e,Published Confirmed,0,0.73654740,0.00000130,-0.00000140,0,7.99000,0.32000,-0.33000,0
55 Cnc e,Published Confirmed,0,0.73654780,0.00000160,-0.00000120,0,8.09479,0.26061,-0.25743,0
55 Cnc e,Published Confirmed,0,0.73653900,0.00000700,-0.00000700,0,8.08000,0.31000,-0.31000,0
55 Cnc f,Published Confirmed,0,260.91000000,0.36000000,-0.36000000,0,47.00510,6.96020,-2.95570,0
55 Cnc f,Published Confirmed,0,262.00000000,0.51000000,-0.51000000,0,44.81200,3.81400,-3.81400,0
70 Vir b,Published Confirmed,0,116.68840000,0.00440000,-0.00440000,0,2380.45000,193.87000,-193.87000,0
AU Mic b,Published Confirmed,0,8.46300000,0.00000200,-0.00000200,0,17.00000,5.00000,-5.00000,0
AU Mic c,Published Confirmed,0,18.85901900,0.00001600,-0.00001600,0,13.60000,11.40000,-11.40000,0
BD+20 594 b,Published Confirmed,0,41.68550000,0.00300000,-0.00310000,0,16.30000,6.00000,-6.10000,0
BD+20 594 b,Published Confirmed,0,41.68550000,0.00300000,-0.00300000,0,22.24810,9.53490,-9.53490,0
CFBDSIR J145829+101343 b,Published Confirmed,0,10037.50000000,2737.50000000,-2737.50000000,0,3337.10000,1430.20000,-1430.20000,0
CFHTWIR-Oph 98 b,Published Confirmed,0,8040000.00000000,470000.00000000,-470000.00000000,0,2479.06157,222.47988,-254.26273,0
CI Tau b,Published Confirmed,0,8.98910000,0.02020000,-0.02020000,0,3686.82800,921.70700,-858.14100,0
COCONUTS-2 b,Published Confirmed,0,402000000.00000000,470000000.00000000,-100000000.00000000,0,2002.31896,476.74261,-603.87397,0
CoRoT-1 b,Published Confirmed,0,1.50897655,0.00000010,-0.00000010,0,340.07810,54.03110,-54.03110,0
CoRoT-1 b,Published Confirmed,0,1.50895570,,,0,359.14790,22.24810,-22.24810,0
CoRoT-1 b,Published Confirmed,0,1.50896860,0.00000060,-0.00000060,0,327.36490,31.78300,-31.78300,0
CoRoT-1 b,Published Confirmed,0,1.50895570,0.00000640,-0.00000640,0,327.35000,38.14000,-38.14000,0
CoRoT-1 b,Published Confirmed,0,1.50896820,0.00000050,-0.00000050,0,390.93090,31.78300,-31.78300,0
CoRoT-10 b,Published Confirmed,0,13.24060000,0.00020000,-0.00020000,0,874.00000,50.85000,-50.85000,0
CoRoT-10 b,Published Confirmed,0,13.24060000,0.00020000,-0.00020000,0,867.67590,44.49620,-44.49620,0
CoRoT-10 b,Published Confirmed,0,13.24060000,0.00020000,-0.00020000,0,883.56740,47.67450,-47.67450,0
CoRoT-11 b,Published Confirmed,0,2.99433000,0.00001100,-0.00001100,0,743.72220,123.95370,-123.95370,0
CoRoT-11 b,Published Confirmed,0,2.99432500,0.00002100,-0.00002100,0,832.71460,187.51970,-197.05460,0
CoRoT-11 b,Published Confirmed,0,2.99432500,0.00002100,-0.00002100,0,791.39670,85.81410,-85.81410,0
CoRoT-11 b,Published Confirmed,0,2.99433000,0.00001100,-0.00001100,0,740.51000,108.06000,-108.06000,0
CoRoT-12 b,Published Confirmed,0,2.82805268,0.00000065,-0.00000065,0,277.46559,25.74423,-24.79074,0
CoRoT-12 b,Published Confirmed,0,2.82804200,0.00001300,-0.00001300,0,281.91521,25.10857,-25.10857,0
CoRoT-12 b,Published Confirmed,0,2.82804200,0.00001300,-0.00001300,0,290.81445,22.56593,-21.93027,0
CoRoT-12 b,Published Confirmed,0,2.82804200,0.00001300,-0.00001300,0,291.43800,22.24700,-20.65800,0
CoRoT-13 b,Published Confirmed,0,4.03519000,0.00003000,-0.00003000,0,416.99296,30.51168,-30.51168,0
CoRoT-13 b,Published Confirmed,0,4.03519000,0.00003000,-0.00003000,0,415.70400,20.97600,-20.97600,0
CoRoT-13 b,Published Confirmed,0,4.03519000,0.00003000,-0.00003000,0,423.03173,23.20159,-23.20159,0
CoRoT-14 b,Published Confirmed,0,1.51214000,0.00013000,-0.00013000,0,2437.75610,158.91500,-158.91500,0
CoRoT-14 b,Published Confirmed,0,1.51214000,0.00013000,-0.00013000,0,2358.29860,149.38010,-149.38010,0
CoRoT-14 b,Published Confirmed,0,1.51214000,0.00013000,-0.00013000,0,2415.40000,190.70000,-190.70000,0
CoRoT-16 b,Published Confirmed,0,5.35227000,0.00020000,-0.00020000,0,170.03200,27.01400,-26.37900,0
CoRoT-16 b,Published Confirmed,0,5.35227000,0.00020000,-0.00020000,0,168.13207,31.14734,-30.51168,0
CoRoT-17 b,Published Confirmed,0,3.76810000,0.00030000,-0.00030000,0,781.86180,82.63580,-76.27920,0
CoRoT-17 b,Published Confirmed,0,3.76810000,0.00030000,-0.00030000,0,765.97030,85.81410,-82.63580,0
CoRoT-17 b,Published Confirmed,0,3.76810000,0.00030000,-0.00030000,0,772.29000,95.34000,-95.34000,0
CoRoT-18 b,Published Confirmed,0,1.90006930,0.00000280,-0.00000280,0,1099.69180,120.77540,-120.77540,0
CoRoT-18 b,Published Confirmed,0,1.90006930,0.00000280,-0.00000280,0,1102.82000,120.77000,-120.77000,0
CoRoT-18 b,Published Confirmed,0,1.90006930,0.00000280,-0.00000280,0,1039.30410,54.03110,-54.03110,0
CoRoT-18 b,Published Confirmed,0,1.90009000,0.00000050,-0.00000050,0,1048.83900,60.38770,-60.38770,0
CoRoT-19 b,Published Confirmed,0,3.89713000,0.00002000,-0.00002000,0,367.09365,22.88376,-22.88376,0
CoRoT-19 b,Published Confirmed,0,3.89713000,0.00002000,-0.00002000,0,352.78000,19.07000,-19.07000,0
CoRoT-19 b,Published Confirmed,0,3.89713000,0.00002000,-0.00002000,0,346.43470,29.55819,-24.79074,0
CoRoT-2 b,Published Confirmed,0,1.74299750,0.00000020,-0.00000020,0,1052.01730,50.85280,-50.85280,0
CoRoT-2 b,Published Confirmed,0,1.74299673,0.00000031,-0.00000031,0,1048.83900,60.38770,-57.20940,0
CoRoT-2 b,Published Confirmed,0,1.74299350,0.00000100,-0.00000100,0,1150.54460,50.85280,-50.85280,0
CoRoT-2 b,Published Confirmed,0,1.74299350,0.00000100,-0.00000100,0,1102.82000,69.92000,-69.92000,0
CoRoT-2 b,Published Confirmed,0,1.74299350,0.00000100,-0.00000100,0,1134.65310,50.85280,-50.85280,0
CoRoT-2 b,Published Confirmed,0,1.74299640,0.00000170,-0.00000170,0,1051.97300,50.85100,-50.85100,0
CoRoT-20 b,Published Confirmed,0,9.24285000,0.00030000,-0.00030000,0,1366.66900,63.56600,-63.56600,0
CoRoT-20 b,Published Confirmed,0,9.24285000,0.00030000,-0.00030000,0,1347.54000,73.10000,-73.10000,0
CoRoT-20 b,Published Confirmed,0,9.24285000,0.00030000,-0.00030000,0,1344.42090,82.63580,-79.45750,0
CoRoT-20 b,Published Confirmed,0,9.24318000,0.00000900,-0.00000900,0,1315.81620,114.41880,-95.34900,0
CoRoT-20 b,Published Confirmed,0,9.24285000,0.00030000,-0.00030000,0,1608.21980,114.41880,-114.41880,0
CoRoT-21 b,Published Confirmed,0,2.72474000,0.00014000,-0.00014000,0,705.58260,177.98480,-177.98480,0
CoRoT-21 b,Published Confirmed,0,2.72474000,0.00014000,-0.00014000,0,718.29580,98.52730,-98.52730,0
CoRoT-22 b,Published Confirmed,0,9.75598000,0.00011000,-0.00011000,0,12.20000,14.00000,-8.80000,0
CoRoT-23 b,Published Confirmed,0,3.63130000,0.00010000,-0.00010000,0,982.09470,104.88390,-104.88390,0
CoRoT-23 b,Published Confirmed,0,3.63130000,0.00010000,-0.00010000,0,889.90000,95.30000,-95.30000,0
CoRoT-23 b,Published Confirmed,0,3.63130000,0.00010000,-0.00010000,0,972.55980,101.70560,-98.52730,0
CoRoT-24 b,Published Confirmed,0,5.11340000,0.00060000,-0.00060000,0,5.70000,,,1
CoRoT-24 c,Published Confirmed,0,11.75900000,0.00630000,-0.00630000,0,28.00000,11.00000,-11.00000,0
CoRoT-25 b,Published Confirmed,0,4.86069000,0.00006000,-0.00006000,0,93.12419,19.38763,-19.06980,0
CoRoT-25 b,Published Confirmed,0,4.86069000,0.00006000,-0.00006000,0,85.81000,12.71000,-12.71000,0
CoRoT-26 b,Published Confirmed,0,4.20474000,0.00005000,-0.00005000,0,184.34140,63.56600,-34.96130,0
CoRoT-26 b,Published Confirmed,0,4.20474000,0.00005000,-0.00005000,0,165.26000,15.89000,-15.89000,0
CoRoT-27 b,Published Confirmed,0,3.57532000,0.00006000,-0.00006000,0,3273.64900,257.44230,-263.79890,0
CoRoT-27 b,Published Confirmed,0,3.57532000,0.00006000,-0.00006000,0,3302.11000,174.80000,-174.80000,0
CoRoT-28 b,Published Confirmed,0,5.20851000,0.00038000,-0.00038000,0,153.82972,27.65121,-27.65121,0
CoRoT-28 b,Published Confirmed,0,5.20851000,0.00038000,-0.00038000,0,152.87623,17.79848,-17.79848,0
CoRoT-29 b,Published Confirmed,0,2.85057000,0.00000600,-0.00000600,0,266.97720,41.31790,-38.13960,0
CoRoT-29 b,Published Confirmed,0,2.85057000,0.00000600,-0.00000600,0,270.15550,63.56600,-63.56600,0
CoRoT-3 b,Published Confirmed,0,4.25679940,0.00000350,-0.00000350,0,6814.27520,305.11680,-308.29510,0
CoRoT-3 b,Published Confirmed,0,4.25680000,0.00000500,-0.00000500,0,6883.91000,317.80000,-317.80000,0
CoRoT-3 b,Published Confirmed,0,4.25679940,0.00000390,-0.00000310,0,6747.53090,260.62060,-187.51970,0
CoRoT-3 b,Published Confirmed,0,4.25679940,0.00000350,-0.00000350,0,6979.54680,222.48100,-222.48100,0
CoRoT-30 b,Published Confirmed,0,9.06005000,0.00024000,-0.00024000,0,921.70700,69.92260,-69.92260,0
CoRoT-31 b,Published Confirmed,0,4.62941000,0.00075000,-0.00075000,0,266.97720,108.06220,-108.06220,0
CoRoT-4 b,Published Confirmed,0,9.20205000,0.00037000,-0.00037000,0,232.33373,22.88376,-23.51942,0
CoRoT-4 b,Published Confirmed,0,9.20205000,0.00037000,-0.00037000,0,228.83000,25.43000,-25.43000,0
CoRoT-4 b,Published Confirmed,0,9.20205000,0.00037000,-0.00037000,0,223.43449,22.56593,-23.20159,0
CoRoT-5 b,Published Confirmed,0,4.03789620,0.00000190,-0.00000190,0,148.42000,14.93700,-7.62800,0
CoRoT-5 b,Published Confirmed,0,4.03789620,0.00000190,-0.00000190,0,151.92274,11.12405,-11.12405,0
CoRoT-5 b,Published Confirmed,0,4.03791560,0.00000120,-0.00000120,0,145.88397,16.84499,-10.17056,0
CoRoT-5 b,Published Confirmed,0,4.03789620,0.00000190,-0.00000190,0,149.38010,18.43414,-10.17056,0
CoRoT-6 b,Published Confirmed,0,8.88659300,0.00000400,-0.00000400,0,940.74000,108.06000,-108.06000,0
CoRoT-6 b,Published Confirmed,0,8.88659300,0.00004000,-0.00004000,0,937.59850,88.99240,-88.99240,0
CoRoT-6 b,Published Confirmed,0,8.88659300,0.00000400,-0.00000400,0,940.77680,108.06220,-108.06220,0
CoRoT-7 b,Published Confirmed,0,0.85358500,0.00002400,-0.00002400,0,4.80000,0.80000,-0.80000,0
CoRoT-7 b,Published Confirmed,0,0.85400000,,,0,4.60000,1.10000,-1.20000,0
CoRoT-7 b,Published Confirmed,0,0.85359163,0.00000001,-0.00000001,0,4.07661,1.01982,-1.01982,0
CoRoT-7 b,Published Confirmed,0,0.85359165,0.00000005,-0.00000005,0,4.73000,0.95000,-0.95000,0
CoRoT-7 b,Published Confirmed,0,0.85358500,0.00002400,-0.00002400,0,6.99226,1.58915,-1.58915,0
CoRoT-7 b,Published Confirmed,0,0.85359159,0.00000057,-0.00000057,0,5.74000,0.86000,-0.86000,0
CoRoT-7 b,Published Confirmed,0,0.85358500,0.00002400,-0.00002400,0,21.00000,,,1
CoRoT-7 c,Published Confirmed,0,3.69800000,0.00300000,-0.00300000,0,8.40000,0.90000,-0.90000,0
CoRoT-7 c,Published Confirmed,0,3.70000000,0.02000000,-0.02000000,0,13.56000,1.08000,-1.08000,0
CoRoT-8 b,Published Confirmed,0,6.21229000,0.00003000,-0.00003000,0,69.92000,9.53000,-9.53000,0
CoRoT-8 b,Published Confirmed,0,6.21238100,0.00005700,-0.00005700,0,69.28694,10.48839,-13.03103,0
CoRoT-8 b,Published Confirmed,0,6.21244500,0.00000700,-0.00000700,0,69.28694,10.80622,-10.80622,0
CoRoT-8 b,Published Confirmed,0,6.21229000,0.00003000,-0.00003000,0,68.65128,11.44188,-11.44188,0
CoRoT-9 b,Published Confirmed,0,95.27380000,0.00140000,-0.00140000,0,266.97000,22.25000,-22.25000,0
CoRoT-9 b,Published Confirmed,0,95.27380000,0.00140000,-0.00140000,0,262.52758,26.37989,-26.37989,0
CoRoT-9 b,Published Confirmed,0,95.27265600,0.00006800,-0.00006800,0,268.88418,17.79848,-18.11631,0
CoRoT-9 b,Published Confirmed,0,95.27265600,0.00006800,-0.00006800,0,266.97720,15.89150,-15.89150,0
CoRoTID 223977153 b,Published Confirmed,0,6.71837000,0.00001000,-0.00001000,0,47.67450,31.78300,-31.78300,0
DENIS-P J082303.1-491201 b,Published Confirmed,0,246.36000000,1.38000000,-1.35000000,0,9057.77000,603.85000,-603.85000,0
DP Leo b,Published Confirmed,0,8693.00000000,,,0,1995.88832,184.33363,-184.33363,0
DS Tuc A b,Published Confirmed,0,8.13870000,0.00050000,-0.00050000,0,413.17900,,,1
EPIC 211945201 b,Published Confirmed,0,19.49213000,0.00001000,-0.00001000,0,27.00000,14.00000,-12.60000,0
EPIC 220674823 b,Published Confirmed,0,0.57133600,0.00002000,-0.00002000,0,9.00000,1.60000,-1.60000,0
EPIC 220674823 b,Published Confirmed,0,0.57100000,,,0,7.72000,0.80000,-0.79000,0
EPIC 220674823 b,Published Confirmed,0,0.57129200,0.00001200,-0.00001300,0,8.36000,0.96000,-0.94000,0
EPIC 220674823 c,Published Confirmed,0,13.33870000,0.00180000,-0.00180000,0,5.70000,6.10000,-6.10000,0
EPIC 220674823 c,Published Confirmed,0,13.33970000,0.00091000,-0.00096000,0,5.80000,3.30000,-3.00000,0
EPIC 246851721 b,Published Confirmed,0,6.18023500,0.00001400,-0.00001400,0,953.49000,349.61300,-381.39600,0
EPIC 248847494 b,Published Confirmed,0,3650.00000000,1280.00000000,-1130.00000000,0,4131.79000,,,1
EPIC 249893012 b,Published Confirmed,0,3.59510000,0.00030000,-0.00030000,0,8.75000,1.09000,-1.08000,0
EPIC 249893012 c,Published Confirmed,0,15.62400000,0.00100000,-0.00100000,0,14.67000,1.84000,-1.89000,0
EPIC 249893012 d,Published Confirmed,0,35.74700000,0.00500000,-0.00500000,0,10.18000,2.46000,-2.42000,0
GJ 1132 b,Published Confirmed,0,1.62892870,0.00000180,-0.00000180,0,1.63000,0.54000,-0.54000,0
GJ 1132 b,Published Confirmed,0,1.62893000,0.00003100,-0.00003100,0,1.62000,0.55000,-0.55000,0
GJ 1132 b,Published Confirmed,0,1.62893100,0.00002700,-0.00002700,0,1.66000,0.23000,-0.23000,0
GJ 1214 b,Published Confirmed,0,1.58040456,0.00000016,-0.00000016,0,6.26125,0.85814,-0.85814,0
GJ 1214 b,Published Confirmed,0,1.58040482,0.00000024,-0.00000024,0,6.45000,0.91000,-0.91000,0
GJ 1214 b,Published Confirmed,0,1.58039250,0.00001170,-0.00001170,0,6.55000,0.98000,-0.98000,0
GJ 1214 b,Published Confirmed,0,1.58040433,0.00000013,-0.00000013,0,8.17000,0.43000,-0.43000,0
GJ 1214 b,Published Confirmed,0,1.58040487,0.00000067,-0.00000067,0,6.37000,0.87000,-0.87000,0
GJ 1214 b,Published Confirmed,0,1.58040482,0.00000024,-0.00000024,0,6.43000,0.86000,-0.86000,0
GJ 1252 b,Published Confirmed,0,0.51823490,0.00000630,-0.00000500,0,2.09000,0.56000,-0.56000,0
GJ 143 b,Published Confirmed,0,35.61253000,0.00060000,-0.00062000,0,22.70000,2.20000,-1.90000,0
GJ 143 b,Published Confirmed,0,35.58900000,0.00600000,-0.00500000,0,30.63000,2.63000,-2.67000,0
GJ 317 b,Published Confirmed,0,692.00000000,2.00000000,-2.00000000,0,794.50000,222.50000,-127.10000,0
GJ 3470 b,Published Confirmed,0,3.33664960,0.00000390,-0.00000330,0,13.90000,1.50000,-1.50000,0
GJ 3470 b,Published Confirmed,0,3.33664900,0.00008400,-0.00008100,0,12.58000,1.31000,-1.28000,0
GJ 3470 b,Published Confirmed,0,3.33665000,0.00005000,-0.00005000,0,13.90000,1.50000,-1.40000,0
GJ 3470 b,Published Confirmed,0,3.33664900,0.00000500,-0.00000500,0,14.10000,1.30000,-1.30000,0
GJ 3470 b,Published Confirmed,0,3.33714000,0.00017000,-0.00017000,0,14.00000,1.70000,-1.70000,0
GJ 3470 b,Published Confirmed,0,3.33664870,0.00000430,-0.00000330,0,13.73000,1.61000,-1.61000,0
GJ 3473 b,Published Confirmed,0,1.19800350,0.00000180,-0.00000190,0,1.86000,0.30000,-0.30000,0
GJ 357 b,Published Confirmed,0,3.93072000,0.00008000,-0.00006000,0,1.84000,0.31000,-0.31000,0
GJ 3634 b,Published Confirmed,0,2.64561000,0.00066000,-0.00066000,0,8.40000,4.00000,-1.50000,0
GJ 436 b,Published Confirmed,0,2.64386000,0.00003000,-0.00003000,0,23.10000,0.90000,-0.90000,0
GJ 436 b,Published Confirmed,0,2.64388312,0.00000057,-0.00000057,0,22.10000,2.30000,-2.30000,0
GJ 436 b,Published Confirmed,0,2.60000000,,,0,23.20100,,,0
GJ 436 b,Published Confirmed,0,2.64389803,0.00000027,-0.00000025,0,25.40000,2.10000,-2.00000,0
GJ 436 b,Published Confirmed,0,2.64389788,0.00000010,-0.00000010,0,23.13802,0.76279,-0.76279,0
GJ 436 b,Published Confirmed,0,2.64389524,0.00000076,-0.00000076,0,23.42407,1.71628,-1.71628,0
GJ 436 b,Published Confirmed,0,2.64389803,0.00000026,-0.00000026,0,25.40000,2.10000,-2.00000,0
GJ 436 b,Published Confirmed,0,2.64385000,,,0,23.16880,0.79450,-0.79450,0
GJ 486 b,Published Confirmed,0,1.46711900,0.00003100,-0.00003000,0,2.82000,0.11000,-0.12000,0
GJ 676 A b,Published Confirmed,0,1051.10000000,0.40000000,-0.40000000,0,2129.46100,572.09400,-476.74500,0
GJ 876 b,Published Confirmed,0,61.11660000,0.00860000,-0.00860000,0,723.22350,1.43020,-1.43020,0
GJ 876 b,Published Confirmed,0,61.06500000,0.01200000,-0.01200000,0,839.04000,,,0
GJ 876 b,Published Confirmed,0,60.83000000,0.01900000,-0.01900000,0,804.07600,2.54300,-2.54300,0
GJ 876 b,Published Confirmed,0,61.08700000,0.01100000,-0.01200000,0,845.30000,16.60000,-15.00000,0
GJ 876 c,Published Confirmed,0,30.25900000,0.01000000,-0.01000000,0,273.32000,,,0
GJ 876 c,Published Confirmed,0,30.08810000,0.00820000,-0.00820000,0,226.98460,1.23950,-1.23950,0
GJ 876 c,Published Confirmed,0,30.07840000,0.00750000,-0.00710000,0,266.20000,4.80000,-4.30000,0
GJ 876 c,Published Confirmed,0,30.45500000,0.01900000,-0.01900000,0,251.07500,1.90700,-1.90700,0
GJ 876 d,Published Confirmed,0,1.93784800,0.00002400,-0.00002300,0,7.49000,0.43000,-0.41000,0
GJ 876 d,Published Confirmed,0,1.93778000,0.00002000,-0.00002000,0,6.83000,0.40000,-0.40000,0
GJ 876 d,Published Confirmed,0,1.93774000,0.00006000,-0.00006000,0,7.53000,0.70000,-0.70000,0
GJ 876 e,Published Confirmed,0,124.26000000,0.70000000,-0.70000000,0,14.60000,1.70000,-1.70000,0
GJ 876 e,Published Confirmed,0,124.50000000,1.33000000,-1.33000000,0,16.58000,1.96000,-2.11000,0
GJ 9827 b,Published Confirmed,0,1.20898020,0.00000840,-0.00000810,0,3.42000,1.20000,-0.76000,0
GJ 9827 b,Published Confirmed,0,1.20898190,0.00000693,-0.00000714,0,4.91000,0.49000,-0.49000,0
GJ 9827 b,Published Confirmed,0,1.20896600,0.00001200,-0.00001200,0,3.69000,0.48000,-0.46000,0
GJ 9827 b,Published Confirmed,0,1.20900000,,,0,4.89000,0.43000,-0.42000,0
GJ 9827 c,Published Confirmed,0,3.64823000,0.00012000,-0.00012000,0,1.45000,0.58000,-0.57000,0
GJ 9827 c,Published Confirmed,0,3.64809570,0.00006330,-0.00006210,0,0.84000,,,0
GJ 9827 c,Published Confirmed,0,3.64808300,0.00006000,-0.00005800,0,2.42000,0.75000,-0.49000,0
GJ 9827 d,Published Confirmed,0,6.20146980,0.00006260,-0.00006110,0,4.04000,0.82000,-0.84000,0
GJ 9827 d,Published Confirmed,0,6.20142000,0.00013000,-0.00013000,0,2.35000,0.70000,-0.68000,0
GJ 9827 d,Published Confirmed,0,6.20146700,0.00006200,-0.00006100,0,5.20000,1.80000,-1.20000,0
HAT-P-1 b,Published Confirmed,0,4.46529340,0.00000930,-0.00000930,0,166.53600,9.85200,-9.85200,0
HAT-P-1 b,Published Confirmed,0,4.46529976,0.00000055,-0.00000055,0,166.86075,6.03877,-6.03877,0
HAT-P-1 b,Published Confirmed,0,4.46543000,,,0,169.08556,9.53490,-9.53490,0
HAT-P-1 b,Published Confirmed,0,4.46529340,0.00000930,-0.00000930,0,166.54292,5.72094,-5.72094,0
HAT-P-1 b,Published Confirmed,0,4.46529976,0.00000055,-0.00000055,0,166.86075,8.26358,-8.26358,0
HAT-P-1 b,Published Confirmed,0,4.46529000,0.00009000,-0.00009000,0,168.44990,12.71320,-12.71320,0
HAT-P-1 b,Published Confirmed,0,4.46000000,,,0,168.44990,,,0
HAT-P-1 b,Published Confirmed,0,4.46529680,0.00000180,-0.00000180,0,168.13207,6.35660,-6.35660,0
HAT-P-11 b,Published Confirmed,0,4.88781620,0.00000710,-0.00000710,0,25.74300,2.86000,-2.86000,0
HAT-P-11 b,Published Confirmed,0,4.88781501,0.00000068,-0.00000068,0,26.69772,2.22481,-2.22481,0
HAT-P-11 b,Published Confirmed,0,4.88782000,0.00000700,-0.00000700,0,28.60470,3.17830,-3.17830,0
HAT-P-11 c,Published Confirmed,0,3397.00000000,71.00000000,-64.00000000,0,731.00900,222.48100,-158.91500,0
HAT-P-12 b,Published Confirmed,0,3.21305790,0.00000040,-0.00000040,0,67.06213,3.81396,-3.81396,0
HAT-P-12 b,Published Confirmed,0,3.21000000,,,0,66.74430,,,0
HAT-P-12 b,Published Confirmed,0,3.21305980,0.00000210,-0.00000210,0,67.05900,3.81400,-3.81400,0
HAT-P-12 b,Published Confirmed,0,3.21305929,0.00000035,-0.00000035,0,66.23577,3.05117,-2.98760,0
HAT-P-12 b,Published Confirmed,0,3.21305992,0.00000035,-0.00000035,0,63.88383,3.49613,-3.49613,0
HAT-P-13 b,Published Confirmed,0,2.91623820,0.00000160,-0.00000160,0,287.95398,7.31009,-7.31009,0
HAT-P-13 b,Published Confirmed,0,2.91623830,0.00000220,-0.00000220,0,285.72917,9.53490,-9.21707,0
HAT-P-13 b,Published Confirmed,0,2.91626000,0.00001000,-0.00001000,0,271.09800,9.21700,-14.62000,0
HAT-P-13 b,Published Confirmed,0,2.91623810,0.00000210,-0.00000220,0,285.72917,9.53490,-9.21707,0
HAT-P-13 b,Published Confirmed,0,2.91623830,0.00000220,-0.00000220,0,280.64389,8.58141,-14.93801,0
HAT-P-13 b,Published Confirmed,0,2.91625000,0.00001500,-0.00001500,0,270.46200,12.07700,-12.07700,0
HAT-P-14 b,Published Confirmed,0,4.62766910,0.00000500,-0.00000500,0,721.79193,26.37989,-26.37989,0
HAT-P-14 b,Published Confirmed,0,4.62766900,0.00000500,-0.00000500,0,709.36700,18.75100,-18.75100,0
HAT-P-14 b,Published Confirmed,0,4.62767000,0.00000500,-0.00000500,0,1093.33520,200.23290,-200.23290,0
HAT-P-14 b,Published Confirmed,0,4.62768200,0.00000300,-0.00000300,0,731.96249,17.16282,-17.16282,0
